2021-07-12 08:46:42,806:WARNING:warn
2021-07-12 08:46:42,806:CRITICAL:critical
2021-07-12 08:46:42,807:ERROR:error
2021-07-12 08:47:59,727:WARNING:warn
2021-07-12 08:47:59,727:CRITICAL:critical
2021-07-12 08:47:59,727:ERROR:error
2021-07-12 08:48:22,389:WARNING:warn
2021-07-12 08:48:22,389:CRITICAL:critical
2021-07-12 08:48:22,389:ERROR:error
2021-07-12 08:48:22,389:ERROR:error
2021-07-12 08:48:22,389:ERROR:error
2021-07-12 08:48:40,624:WARNING:warn
2021-07-12 08:48:40,625:CRITICAL:critical
2021-07-12 08:48:40,625:ERROR:error
2021-07-12 08:48:49,512:WARNING:warn
2021-07-12 08:48:49,512:CRITICAL:critical
2021-07-12 08:48:49,513:ERROR:error
2021-07-12 08:48:49,513:ERROR:TEST
2021-07-12 08:48:49,513:ERROR:TEST
2021-07-12 08:49:13,376:WARNING:warn
2021-07-12 08:49:13,376:CRITICAL:critical
2021-07-12 08:49:13,377:ERROR:error
2021-07-12 08:49:13,377:ERROR:TEST
2021-07-12 08:53:21,312:WARNING:warn
2021-07-12 08:53:21,312:CRITICAL:critical
2021-07-12 08:53:21,312:ERROR:error
2021-07-12 08:53:21,312:ERROR:TEST
2021-07-12 08:53:28,952:WARNING:warn
2021-07-12 08:53:28,953:CRITICAL:critical
2021-07-12 08:53:28,953:ERROR:error
2021-07-12 08:53:28,953:ERROR:TEST
2021-07-12 08:54:08,748:WARNING:warn
2021-07-12 08:54:08,748:CRITICAL:critical
2021-07-12 08:54:08,749:ERROR:error
2021-07-12 08:54:08,749:ERROR:TEST
2021-07-12 08:54:20,107:WARNING:warn
2021-07-12 08:54:20,108:CRITICAL:critical
2021-07-12 08:54:20,108:ERROR:error
2021-07-12 08:54:20,108:ERROR:TEST
2021-07-12 08:54:20,110:ERROR:TEST
2021-07-12 08:54:20,111:ERROR:TEST
2021-07-12 08:54:28,504:WARNING:warn
2021-07-12 08:54:28,505:CRITICAL:critical
2021-07-12 08:54:28,505:ERROR:error
2021-07-12 08:54:28,505:ERROR:TEST
2021-07-12 08:54:28,507:ERROR:TEST
2021-07-12 08:54:28,507:ERROR:TEST
